Frecuencia de transito nocturna,Zona,Estrato,Que tan agradable es transitar?,Las caracteristicas de la zona:,Cantidad de personas le generan:,Zona segura si hay presencia de:,Los andenes le permiten:,Medio de transporte que utiliza,Que sensacion experimenta en TP?,Hora militar,Edad,Actividad Principal,Escolaridad
3,Suba,3,2,1,4,1,2,3,1,88,36,1,8
3,Suba,3,2,4,1,3,2,3,1,22:30:00,37,1,8
3,Suba,4,4,1,3,1,2,12,1,88,46,1,8
3,Engativá,3,3,1,1,1,2,1,2,88,32,1,8
1,Suba,2,2,1,5,3,2,4,1,20:00:00,23,1,5
3,Suba,2,2,1,1,1,2,3,1,22:00:00,52,1,3
3,Suba,3,4,3,4,1,1,1,1,20:00:00,38,1,9
3,Suba,3,2,1,1,3,2,10,4,88,33,1,6
3,Suba,3,2,2,1,3,2,3,1,22:00:00,58,1,9
3,Usaquén,1,2,4,5,1,1,4,3,21:00:00,27,3,7
3,Usaquén,5,2,3,5,2,2,5,1,88,35,1,8
3,Usaquén,3,2,5,5,2,2,3,3,20:00:00,28,1,8
3,Kennedy,2,2,3,5,2,2,3,2,19:00:00,30,1,8
1,Soacha,2,3,2,1,3,2,1,2,88,24,1,8
3,Suba,4,2,1,1,3,2,12,1,21:00:00,55,1,8
3,Engativá,3,2,4,6,3,2,10,1,22:00:00,23,1,5
3,Suba,2,2,7,6,3,2,10,3,88,37,1,6
3,Suba,2,2,4,6,3,2,4,11,88,18,3,5
3,Suba,3,2,4,2,3,2,5,1,19:00:00,47,5,4
3,Suba,4,4,2,4,3,1,3,1,20:00:00,25,2,7
3,Suba,3,3,2,6,3,1,3,1,21:00:00,27,2,7
3,Suba,4,1,5,1,1,2,1,13,20:00:00,48,1,8
3,Suba,3,3,4,1,3,2,7,1,88,27,1,8
3,Suba,3,3,4,1,3,2,1,2,22:00:00,53,1,8
3,Usme,1,2,1,5,3,2,12,2,14:00:00,27,4,5
3,Usme,1,2,2,4,3,2,3,4,22:00:00,22,5,5
3,Usme,2,2,1,3,3,2,10,10,20:00:00,32,4,6
3,Usme,2,2,3,4,3,2,1,3,88,38,3,6
3,Usme,1,3,2,5,3,1,4,1,88,40,4,5
3,Usme,2,3,3,4,2,1,4,2,88,24,1,6
3,Usme,2,3,3,6,1,1,1,2,88,49,1,6
3,Usme,1,3,5,4,3,1,4,2,88,59,5,2
3,Usme,2,3,4,4,3,1,10,5,88,30,1,5
3,Usme,2,3,3,1,3,1,1,2,17:00:00,32,1,5
3,Usme,2,2,4,3,3,1,3,1,22:00:00,35,1,5
2,Usme,1,3,4,6,3,3,1,2,18:00:00,17,2,5
3,Usme,2,2,5,6,3,1,4,5,22:00:00,35,1,6
3,Usme,2,2,2,3,3,2,4,1,20:00:00,24,1,7
3,Usme,2,2,5,4,3,3,1,2,88,32,1,5
3,Usme,2,2,4,1,4,3,4,1,88,16,2,4
3,Usme,2,3,3,4,1,3,3,2,20:00:00,30,1,6
3,Kennedy,3,4,4,5,3,3,1,2,88,37,1,6
3,Usme,2,4,3,4,3,3,12,4,18:00:00,34,5,5
3,Usme,1,2,4,3,1,3,3,1,21:00:00,38,1,3
3,Usme,2,3,3,6,1,2,1,8,88,45,5,6
3,Usme,2,3,4,4,4,1,3,5,14:00:00,30,1,7
3,Usme,2,4,5,5,3,1,4,5,88,32,1,6
3,Usme,2,3,3,4,3,1,1,2,18:00:00,52,1,4
3,Usme,2,2,3,4,3,3,1,4,20:00:00,50,1,3
3,Usme,2,3,3,4,3,1,3,2,17:00:00,27,5,5
3,Usme,1,3,3,4,3,3,1,2,21:00:00,47,1,5
3,Usme,2,3,3,4,3,2,3,7,18:00:00,34,1,5
3,Usme,2,3,5,4,3,3,4,3,21:00:00,15,2,4
3,Usme,2,3,3,3,3,1,4,1,88,16,2,5
2,Usme,1,2,2,1,1,3,4,1,22:00:00,50,1,5
3,Usme,1,3,3,4,3,3,1,5,22:00:00,21,1,5
3,Usme,1,2,2,2,1,3,1,3,88,64,1,3
3,Usme,2,2,3,2,1,3,1,1,22:00:00,18,4,8
3,Usme,2,3,3,4,3,3,1,3,88,42,1,1
3,Usme,2,3,3,6,4,1,1,9,21:00:00,63,5,6
1,Usme,1,4,3,3,1,1,4,1,88,58,1,1
2,Usme,2,4,3,1,4,1,3,3,21:00:00,27,1,3
1,Usme,1,3,1,6,3,1,1,3,22:30:00,16,2,4
1,Usme,1,2,3,1,3,1,3,6,20:00:00,15,2,4
3,Usme,1,2,1,7,1,1,3,1,88,50,1,3
1,Usme,1,4,5,7,1,1,4,3,88,30,1,4
2,Usme,2,3,3,6,1,1,1,3,04:30:00,36,1,6
2,Usme,2,3,3,1,1,2,5,1,18:00:00,53,5,4
2,Usme,1,3,5,4,1,1,3,2,18:00:00,41,1,6
1,Usme,1,3,3,1,3,2,1,6,21:00:00,15,2,4
3,Usme,1,4,2,4,3,1,3,4,22:00:00,51,5,3
1,Usme,1,3,5,6,3,2,4,5,21:00:00,16,2,4
3,Usme,1,2,1,4,4,2,1,2,22:00:00,16,2,4
1,Usme,2,3,1,3,3,2,1,3,22:00:00,17,2,4
1,Usme,1,2,2,2,3,1,12,1,22:00:00,16,2,4
3,Usme,1,2,4,3,3,1,1,2,22:00:00,17,2,4
2,Usme,1,4,5,4,1,1,1,6,21:00:00,30,1,6
2,Usme,1,3,4,3,3,2,3,3,22:00:00,55,1,3
3,Usme,1,2,1,1,3,2,1,3,88,17,2,5
2,Usme,1,2,2,1,4,2,1,1,23:00:00,38,1,5
3,Usme,1,3,3,2,1,2,4,2,19:00:00,31,1,5
2,Usme,1,3,5,1,3,2,1,4,18:00:00,21,4,4
3,Usme,2,3,1,1,1,2,1,1,88,40,1,5
2,Usme,2,3,3,1,4,2,3,2,20:30:00,31,1,5
1,Usme,2,2,1,2,3,2,3,3,21:00:00,46,1,3
1,Usme,2,2,1,3,1,1,4,3,19:00:00,25,4,5
1,Usme,2,4,3,4,3,2,1,6,21:00:00,19,1,5
3,Usme,1,2,3,4,3,2,1,2,19:00:00,58,1,3
3,Usme,1,3,1,1,1,2,12,1,04:00:00,56,1,2
1,Usme,1,3,3,4,1,1,3,3,20:00:00,37,4,4
2,Usme,1,2,2,2,3,1,1,2,23:00:00,40,1,4
1,Soacha,2,4,5,4,1,2,5,2,88,51,1,4
3,Usme,2,3,5,8,1,1,1,2,19:30:00,27,1,8
1,Usme,2,2,3,5,3,1,4,1,21:00:00,18,2,5
3,Usme,1,3,3,7,3,1,3,3,20:00:00,21,3,6
2,Usme,2,2,6,3,3,1,1,1,88,17,7,5
2,Usme,2,2,6,3,3,1,1,1,88,18,2,5
3,Usme,1,3,5,5,3,1,1,2,88,47,1,5
3,99,99,2,2,3,3,1,1,2,88,53,1,2
2,Usme,2,3,5,5,3,1,1,1,88,40,1,4
1,Usme,2,2,6,7,3,2,1,2,88,57,5,2
3,Usme,2,3,3,6,3,1,3,2,88,30,1,6
3,Usme,2,2,2,1,3,2,1,2,88,29,5,5
3,Usme,2,2,6,2,2,1,1,2,88,25,2,7
2,Usme,2,2,3,5,1,1,1,2,88,43,1,6
3,Usme,2,3,6,7,3,2,4,1,88,23,2,4
3,Usme,2,3,2,2,3,1,1,2,88,34,1,7
3,Usme,2,2,1,1,3,1,1,2,88,42,1,5
1,Usme,2,3,6,1,3,1,1,1,88,27,5,4
2,Usme,2,2,2,2,3,1,3,2,88,56,1,8
3,Usme,2,2,1,2,3,2,1,2,88,47,5,5
2,Usme,2,3,5,6,3,1,1,2,88,38,1,4
3,Usme,2,2,2,7,3,2,4,2,88,46,1,5
1,Usme,1,3,1,4,3,1,1,3,1900-01-01 00:00:00,49,5,3
3,99,99,2,5,2,3,1,1,2,88,40,1,4
3,Usme,2,3,1,6,3,1,5,3,88,20,3,5
3,Usme,1,2,4,2,3,1,4,4,20:00:00,25,5,5
3,99,99,4,3,2,3,2,3,2,88,39,3,6
3,Usme,2,2,6,7,3,1,1,2,88,63,1,2
3,Usme,2,3,5,6,3,1,1,2,88,24,3,6
3,Usme,2,3,5,6,3,1,3,2,88,54,5,5
3,Usme,2,2,2,7,3,1,4,3,88,32,1,5
3,Usme,2,2,4,6,3,1,1,2,88,42,1,4
2,Usme,2,3,1,1,3,1,1,2,88,66,5,4
3,Usme,2,3,3,6,3,1,4,3,88,34,1,5
3,Usme,2,2,5,7,3,1,1,2,88,50,1,3
2,Usme,2,2,1,2,3,1,1,2,88,64,1,3
3,Usme,2,2,5,6,3,1,1,2,88,54,1,3
3,Usme,2,3,6,7,1,1,4,2,88,26,1,5
3,Usme,2,3,6,6,3,1,3,1,88,50,1,8
2,Usme,2,2,1,5,2,1,4,11,21:00:00,17,2,5
2,Usme,2,3,5,5,3,3,1,12,20:00:00,18,2,5
2,Usme,1,3,4,3,3,3,1,2,23:00:00,31,1,4
3,Usme,2,4,1,4,3,3,3,1,23:00:00,50,5,5
2,Usme,2,3,1,4,3,1,1,1,22:00:00,34,4,5
3,Bosa,2,2,7,6,1,1,3,1,22:00:00,38,1,7
3,Usme,2,3,3,5,4,2,3,10,88,65,5,5
3,Usme,1,4,3,1,3,2,1,12,88,49,5,4
3,Usme,2,3,3,6,2,3,1,11,88,38,5,3
3,Usme,2,3,3,6,3,3,1,11,88,16,2,4
3,Usme,2,4,3,1,4,2,3,12,88,26,1,6
3,Usme,2,3,3,4,3,1,4,5,21:00:00,43,1,6
2,Usme,2,2,1,1,3,3,1,10,22:00:00,39,1,3
2,Kennedy,2,2,1,1,3,2,10,10,18:00:00,24,1,6
3,Usme,2,2,5,4,3,1,1,12,88,39,1,5
1,Usme,2,4,7,4,3,2,1,1,21:00:00,44,5,3
2,Usme,2,2,1,4,3,1,3,5,88,44,1,5
3,Usme,2,3,1,1,3,2,1,2,21:00:00,26,1,5
3,Usme,2,3,7,3,3,1,1,2,88,19,3,5
2,Usme,2,2,2,1,3,3,3,1,21:00:00,17,2,5
3,Usme,2,3,3,8,1,2,1,3,21:00:00,45,1,6
1,Bosa,2,3,5,4,3,1,12,10,88,48,4,5
3,Usme,2,3,3,4,1,3,3,12,88,15,2,4
1,Usme,2,4,5,3,99,2,1,1,18:00:00,16,2,4
3,Usme,2,3,6,1,3,2,2,2,88,56,1,5
3,Usme,2,2,1,1,3,2,1,2,88,56,1,5
3,Usme,1,4,3,1,3,2,1,12,22:00:00,20,3,7
3,Usme,2,4,3,8,3,3,3,1,88,41,1,5
3,Usme,2,4,5,3,3,1,1,12,21:00:00,17,2,5
3,Usme,2,2,1,1,3,1,12,12,88,41,1,6
1,Usme,2,3,1,1,3,2,4,1,19:00:00,17,2,4
3,Usme,2,4,5,8,3,1,1,11,19:00:00,16,2,4
3,Usme,2,2,1,1,1,1,1,3,88,42,1,5
1,Ciudad Bolívar,2,3,3,6,3,2,4,12,22:00:00,35,1,6
2,Usme,1,2,1,1,3,1,1,2,88,33,7,7
3,Usme,2,3,5,1,3,2,4,12,88,34,1,5
2,Ciudad Bolívar,1,4,5,1,3,3,3,13,88,56,1,2
3,Usme,2,3,5,4,3,1,1,3,20:00:00,42,1,4
2,Usme,2,4,5,8,3,1,1,6,21:00:00,32,1,8
1,Usme,1,3,1,1,1,1,3,1,88,70,1,3
2,Usme,2,3,3,4,3,1,1,12,88,39,1,5
2,Usme,2,3,4,4,3,1,3,2,20:00:00,36,1,5
1,Ciudad Bolívar,1,2,5,2,3,2,1,2,88,30,1,5
1,Ciudad Bolívar,1,3,5,4,3,1,1,2,88,59,5,3
1,Soacha,4,4,3,8,3,1,1,2,88,41,1,8
3,Los Mártires,2,4,5,4,3,1,4,13,21:00:00,41,1,5
3,Usme,1,4,7,4,3,2,3,2,18:00:00,28,5,6
2,Usme,2,3,1,3,1,2,3,9,22:00:00,46,1,2
3,Usme,2,2,7,3,3,2,4,13,22:00:00,50,1,4
3,Usme,2,2,3,1,3,1,1,13,22:00:00,42,1,4
3,Usme,2,2,5,1,2,1,1,12,23:30:00,19,1,5
3,Usme,2,3,2,1,3,2,5,1,20:00:00,21,3,7
2,Usme,2,3,5,1,1,1,3,2,88,18,2,6
1,Usme,2,3,3,1,3,2,4,2,88,33,1,5
3,Usme,1,3,1,6,3,2,12,2,88,30,1,3
1,Usme,1,4,3,1,1,3,4,3,17:00:00,24,2,6
3,Usme,2,3,5,3,3,2,3,13,88,43,1,5
3,Usme,2,3,5,2,3,2,1,2,88,21,1,6
3,Usme,2,2,5,1,3,1,1,2,19:00:00,32,1,7
3,Usme,1,3,5,2,3,1,4,2,88,36,1,5
2,Usme,2,2,6,1,3,2,3,9,21:00:00,47,1,8
1,Usme,2,3,3,7,1,2,1,2,20:00:00,45,5,4
1,Usme,2,2,1,4,3,2,7,2,22:00:00,32,3,7
3,Usme,1,4,5,3,3,1,1,8,21:00:00,27,1,5
2,Usme,1,3,3,2,1,1,1,11,19:00:00,23,1,5
2,Usme,2,2,3,1,1,2,3,2,88,32,1,5
1,Usme,1,3,3,2,3,2,3,1,22:00:00,47,5,2
3,Usme,1,3,3,4,3,3,3,7,88,29,3,6
3,Usme,1,4,5,5,3,1,1,9,88,39,1,5
3,Usme,1,3,5,4,3,3,1,2,19:00:00,27,5,4
3,Usme,1,2,2,3,3,3,1,2,19:00:00,25,5,5
3,Usme,2,4,3,4,3,3,4,3,88,38,1,5
3,Usme,2,4,5,5,3,2,3,11,22:00:00,29,1,5
2,Usme,2,3,3,5,3,3,3,2,88,54,1,4
2,Usme,2,4,3,7,1,3,4,2,88,19,2,5
2,Usme,2,3,5,6,3,3,4,2,88,38,5,3
3,Usme,2,2,6,4,3,3,4,1,18:00:00,52,1,4
3,Usme,1,3,5,5,3,3,1,12,19:00:00,35,1,5
2,Usme,2,3,3,6,3,3,3,3,88,42,1,8
3,Usme,2,3,1,1,1,3,1,4,88,33,1,6
2,Usme,2,4,3,4,3,3,3,12,18:00:00,30,5,6
3,Usme,2,4,3,5,3,3,1,3,16:00:00,21,3,6
3,Usme,2,4,5,7,4,3,1,4,88,30,1,6
3,Usme,2,4,3,1,3,3,4,11,88,29,1,6
3,Usme,2,3,3,4,3,3,1,4,88,29,3,7
3,Usme,2,3,5,4,4,3,3,11,18:00:00,18,2,6
3,Usme,2,3,3,4,3,3,3,4,88,28,3,8
3,Usme,2,3,5,6,3,3,1,2,21:00:00,33,1,5
1,Usme,2,3,5,4,3,3,4,2,22:00:00,36,1,6
1,Usme,2,3,5,1,3,3,3,2,20:00:00,15,2,4
3,Usme,2,2,3,4,3,3,3,2,88,30,1,6
1,Usme,2,2,5,5,3,3,1,1,20:00:00,22,1,6
3,Usme,2,3,5,6,3,3,1,2,22:00:00,27,1,5
3,Usme,2,3,5,7,3,3,4,1,1900-01-01 00:00:00,47,1,6
3,Usme,2,3,3,4,3,3,1,2,18:00:00,37,1,6
3,Usme,2,3,3,4,3,3,1,4,20:00:00,28,1,8
3,Usme,2,2,3,3,3,1,4,1,20:00:00,57,1,5
3,Usme,2,3,3,1,3,3,1,2,21:00:00,29,3,7
3,Usme,2,2,2,6,2,3,1,3,21:00:00,30,1,8
3,Usme,2,2,1,1,1,1,4,1,22:00:00,38,1,9
3,Usme,1,3,5,4,3,1,5,2,88,54,1,5
3,Kennedy,4,2,3,2,3,3,3,2,23:00:00,31,3,9
3,Usme,2,2,2,3,3,3,1,3,21:00:00,33,1,6
1,Usme,1,3,5,4,3,1,1,2,88,47,1,4
3,Bosa,2,2,1,7,3,2,1,6,21:00:00,32,1,5
1,Bosa,2,3,3,1,3,2,1,2,88,25,1,6
3,Kennedy,2,3,3,4,3,1,1,2,88,43,1,4
3,Ciudad Bolívar,2,2,1,1,1,1,1,2,21:00:00,60,1,2
2,Soacha,2,3,3,1,3,2,1,3,21:00:00,22,3,6
2,San Cristóbal,2,2,5,1,1,2,1,2,20:00:00,31,3,6
1,San Cristóbal,1,3,2,1,2,1,1,2,18:00:00,57,1,5
2,Bosa,3,4,7,2,3,1,1,1,88,61,1,4
1,Barrios Unidos,3,3,5,6,3,2,1,3,17:00:00,19,2,7
3,Usaquén,4,1,7,2,4,2,1,2,04:00:00,33,1,9
1,Ciudad Bolívar,1,2,1,1,3,1,1,2,22:00:00,46,1,5
3,Bosa,2,2,1,1,1,2,1,3,20:00:00,56,6,5
2,Kennedy,2,2,1,7,1,2,1,2,20:00:00,30,1,5
1,Suba,3,4,3,4,1,1,1,5,19:30:00,24,4,6
3,Suba,3,3,5,7,1,1,3,4,88,22,1,6
1,Kennedy,3,2,1,4,1,2,3,12,03:00:00,24,3,6
1,Suba,2,2,3,2,4,2,1,4,88,22,2,6
3,Usaquén,4,1,1,1,3,2,1,11,22:00:00,38,1,9
3,Usaquén,3,3,5,1,1,1,1,4,88,43,1,8
3,Suba,3,3,3,4,3,1,1,2,21:00:00,39,1,6
1,Ciudad Bolívar,2,4,3,4,3,1,12,4,88,38,1,2
3,Suba,3,4,1,4,3,1,1,7,20:00:00,37,1,5
1,Ciudad Bolívar,2,2,3,1,3,1,1,6,17:00:00,37,1,5
3,Engativá,3,2,5,1,1,1,1,2,22:00:00,24,1,6
3,Ciudad Bolívar,3,2,3,1,1,1,1,2,21:00:00,26,1,6
2,Usaquén,4,2,1,1,3,1,1,11,22:00:00,57,1,5
3,Suba,4,3,3,2,3,1,12,7,20:00:00,29,1,8
1,Engativá,4,3,5,5,3,1,1,2,21:00:00,30,1,9
2,Suba,3,2,3,4,1,2,1,2,88,23,1,5
2,Suba,4,3,5,5,3,1,1,2,88,64,6,5
3,Usaquén,3,3,3,5,3,2,1,2,18:00:00,20,2,7
2,Suba,3,4,3,4,3,1,1,4,18:30:00,58,5,5
2,Suba,3,4,3,5,3,1,1,2,21:00:00,27,2,7
3,Suba,3,3,5,1,3,2,1,5,21:00:00,19,2,7
3,Fontibón,3,2,5,7,3,1,1,7,22:00:00,23,1,8
3,Suba,3,2,5,5,1,2,1,2,20:30:00,53,1,8
1,Kennedy,3,3,7,8,4,1,1,11,88,23,1,8
1,Engativá,3,3,3,5,3,1,1,12,19:00:00,53,1,6
3,Soacha,2,2,1,2,3,1,1,12,88,20,1,5
1,Kennedy,2,2,7,8,3,1,1,12,88,68,1,4
3,Suba,3,2,6,8,3,1,1,3,88,41,3,9
1,Soacha,3,3,7,1,3,2,1,11,21:30:00,53,1,5
3,Tunjuelito,2,3,3,5,3,1,1,12,17:00:00,33,1,6
3,Ciudad Bolívar,1,2,2,7,3,2,1,12,18:30:00,36,1,5
2,Engativá,3,2,1,1,3,3,1,1,22:00:00,40,1,8
3,Engativá,2,2,1,1,1,1,1,8,88,49,1,3
1,Suba,2,2,5,1,3,1,1,4,18:00:00,58,7,6
3,Ciudad Bolívar,2,3,3,8,3,1,1,11,88,32,1,5
3,Usaquén,4,2,7,3,4,1,9,1,88,52,1,7
3,Usaquén,4,2,1,1,3,2,1,12,88,52,1,8
2,Bosa,2,2,2,1,3,2,1,12,21:00:00,45,1,5
1,Usaquén,4,3,3,8,3,1,8,12,88,45,1,9
3,Soacha,3,2,1,1,3,1,1,5,88,30,1,5
1,Usaquén,3,2,1,1,1,2,1,4,21:00:00,41,1,8
3,Usaquén,4,2,7,1,3,3,1,12,88,41,1,3
3,Engativá,3,2,5,4,1,1,1,11,20:00:00,50,1,8
1,Usaquén,3,3,1,1,3,1,1,12,18:00:00,34,1,9
1,Rafael Uribe Uribe,2,2,1,8,1,1,1,2,20:00:00,45,1,4
1,Usaquén,4,2,7,1,4,1,3,1,21:00:00,27,1,9
1,Usaquén,4,3,1,1,3,2,5,12,22:00:00,52,7,8
1,Usaquén,5,2,1,1,4,3,1,2,22:00:00,50,1,9
3,Suba,3,2,2,5,3,1,1,1,22:00:00,22,3,7
3,Suba,3,2,1,1,3,1,1,11,88,48,1,8
3,Suba,3,3,3,4,3,1,1,12,21:00:00,25,3,6
3,Suba,3,3,2,4,3,1,1,11,20:30:00,19,2,7
3,Suba,2,2,7,8,3,3,4,1,23:00:00,26,1,6
3,Engativá,2,3,2,2,3,2,2,3,23:00:00,19,1,5
1,Engativá,3,2,2,1,3,1,1,11,21:00:00,22,4,8
2,Suba,3,2,4,5,3,1,1,3,21:00:00,24,3,9
3,Suba,3,3,3,6,3,2,1,2,22:00:00,31,1,8
1,Suba,2,3,5,5,1,2,4,1,88,24,1,9
3,Kennedy,3,1,1,1,3,2,1,2,19:30:00,48,1,9
3,Ciudad Bolívar,1,3,5,5,3,2,1,12,21:00:00,21,1,6
3,Engativá,3,3,5,5,3,2,1,3,88,57,1,5
3,Soacha,3,3,1,3,3,2,1,3,18:00:00,54,1,5
3,Rafael Uribe Uribe,3,2,5,3,2,2,1,2,88,24,1,8
3,Barrios Unidos,3,2,1,5,3,2,1,1,19:00:00,48,1,3
3,Usaquén,4,2,1,1,3,1,1,2,20:00:00,36,1,8
1,San Cristóbal,2,2,2,2,3,2,1,1,88,25,1,3
3,Rafael Uribe Uribe,1,1,1,1,3,2,1,2,88,30,1,4
2,Ciudad Bolívar,2,2,1,1,3,1,1,2,88,21,1,5
1,Ciudad Bolívar,2,2,1,4,3,2,1,3,16:00:00,20,2,5
1,San Cristóbal,2,3,5,5,3,1,1,3,88,45,1,3
3,Soacha,2,2,1,1,3,2,1,2,21:00:00,38,1,2
1,Usaquén,4,2,5,6,1,2,1,3,18:00:00,36,1,9
3,Soacha,1,2,2,3,3,2,1,2,23:00:00,42,1,4
3,Soacha,3,2,1,1,3,2,1,2,88,36,1,5
3,Suba,3,2,2,2,3,2,1,12,21:00:00,28,1,6
3,Usaquén,4,2,1,1,2,1,1,5,20:00:00,31,1,8
1,Bosa,2,2,3,1,3,2,1,2,21:00:00,32,1,3
2,Usaquén,4,2,5,7,1,2,1,12,20:00:00,22,1,8
3,Usaquén,4,2,2,2,3,1,1,3,88,28,1,8
1,Suba,4,2,1,3,1,2,5,1,1900-01-01 00:00:00,20,4,5
3,Usaquén,3,2,6,2,3,2,1,12,21:00:00,19,3,8
3,Usaquén,3,2,2,2,1,2,1,7,88,35,1,8
1,Usaquén,4,2,2,3,3,2,1,7,20:00:00,30,5,8
2,Chapinero,3,2,2,3,3,2,1,1,20:00:00,36,1,8
2,Usaquén,4,2,5,6,3,1,1,1,88,28,3,8
2,Usaquén,4,4,3,4,3,1,1,1,17:00:00,45,1,7
3,Usaquén,4,2,6,3,3,2,3,12,22:00:00,26,4,8
3,San Cristóbal,1,3,3,5,3,1,1,8,88,53,1,2
2,Barrios Unidos,1,2,5,7,4,2,1,1,23:00:00,31,1,5
2,Usaquén,4,2,1,3,1,2,3,2,88,26,3,8
3,Soacha,3,2,5,7,3,2,1,2,20:00:00,28,3,6
3,Soacha,1,2,1,2,3,1,1,12,20:00:00,35,1,5
3,Suba,3,2,2,1,1,2,1,4,22:00:00,26,2,9
3,Usme,1,2,2,4,4,1,1,4,88,17,3,4
1,Engativá,3,4,3,6,4,1,4,1,88,44,1,6
3,Bosa,2,3,2,1,3,2,1,2,20:00:00,40,1,8
2,Ciudad Bolívar,2,2,3,2,3,2,1,10,88,30,1,6
3,Kennedy,3,3,3,2,3,2,1,11,88,43,1,8
3,Suba,2,2,1,2,4,2,1,2,88,18,1,6
2,Bosa,2,2,1,3,4,2,1,2,88,54,1,4
2,Soacha,3,3,5,1,3,2,1,2,88,46,1,9
2,Bosa,2,2,5,7,3,2,1,2,19:00:00,40,1,5
3,Soacha,2,3,1,1,3,1,1,4,88,26,1,5
3,Soacha,2,2,1,1,3,2,1,2,18:00:00,25,2,7
2,Kennedy,3,4,5,4,3,2,4,4,17:00:00,23,2,7
1,Suba,3,2,1,1,3,2,10,1,22:00:00,29,1,4
2,Engativá,2,3,5,2,3,2,1,2,18:00:00,44,1,6
1,Engativá,3,3,3,5,3,2,1,2,02:00:00,28,1,8
3,Engativá,4,2,2,3,3,2,1,2,18:00:00,28,1,8
2,Engativá,3,3,2,4,3,1,3,1,88,24,1,6
1,Engativá,2,4,5,6,3,2,9,3,88,21,1,5
3,Engativá,3,2,3,4,3,2,1,6,21:00:00,19,2,7
3,Soacha,3,3,2,3,3,2,99,1,22:00:00,39,1,8
1,Soacha,3,3,1,6,4,2,1,4,18:00:00,40,1,6
3,Engativá,2,3,5,6,3,2,3,2,21:00:00,39,1,6
1,Engativá,3,4,3,4,1,1,1,2,22:00:00,23,1,6
3,Tunjuelito,3,3,5,4,3,2,1,2,20:00:00,24,1,6
3,Engativá,2,3,3,8,3,2,3,2,22:00:00,46,1,6
3,Soacha,3,4,3,4,3,1,4,2,18:00:00,36,1,6
1,Bosa,99,2,1,2,1,2,1,3,1900-01-01 00:00:00,19,1,5
3,Suba,3,3,2,2,4,2,4,12,88,43,1,5
1,Kennedy,3,3,3,8,1,2,4,12,88,19,2,5
3,Suba,3,3,3,4,3,2,1,5,88,34,1,6
3,Soacha,3,3,5,5,1,1,4,4,88,25,1,6
3,Usme,2,3,3,6,3,2,1,5,88,33,1,6
2,Soacha,1,2,7,1,4,2,4,13,20:00:00,24,1,6
2,Soacha,3,2,7,8,4,2,4,12,18:00:00,29,1,8
2,Engativá,3,2,2,2,3,2,1,2,88,36,1,7
1,Engativá,3,2,7,7,4,1,3,1,88,31,1,8
3,Suba,3,3,2,8,4,2,4,12,14:00:00,20,1,4
3,Rafael Uribe Uribe,2,3,2,2,4,1,1,12,88,36,1,5
3,San Cristóbal,2,3,2,2,4,1,1,2,88,31,1,6
3,Puente Aranda,3,4,3,3,4,2,1,2,88,27,1,8
3,Suba,3,3,2,2,1,2,4,1,88,69,1,4
3,Kennedy,2,4,7,8,4,2,1,2,88,99,1,2
1,Soacha,2,2,5,4,4,2,1,2,19:00:00,56,7,2
3,Engativá,3,4,3,2,3,2,10,2,18:00:00,29,1,8
3,Puente Aranda,3,4,2,2,4,2,1,2,88,53,1,2
2,Suba,3,3,2,2,4,2,10,2,88,33,1,8
2,Soacha,2,2,1,2,1,2,4,13,21:30:00,38,1,5
1,Engativá,3,4,7,8,1,2,1,2,18:00:00,34,3,6
2,Soacha,3,4,7,8,3,2,4,12,88,43,1,5
3,Kennedy,3,3,3,2,3,2,4,2,88,22,1,5
2,Soacha,3,2,2,7,3,2,3,2,21:00:00,41,1,6
2,Soacha,3,2,3,4,1,2,1,4,20:00:00,36,1,8
3,Engativá,3,2,2,4,1,1,1,4,22:00:00,17,2,7
2,Soacha,3,2,2,6,1,1,4,1,20:00:00,45,1,6
2,Soacha,3,2,2,6,1,1,1,2,20:00:00,33,1,5
3,Soacha,3,3,3,5,3,1,1,2,88,32,1,6
3,Bosa,2,3,3,5,3,1,4,2,88,20,3,6
3,Soacha,3,4,5,5,3,1,1,2,20:00:00,22,3,7
3,Bosa,2,4,3,4,1,2,1,11,88,50,1,4
1,Ciudad Bolívar,1,3,5,1,1,1,3,2,17:00:00,28,1,5
3,Soacha,3,4,2,1,1,2,4,1,19:00:00,40,1,4
3,Bosa,2,3,3,5,1,1,12,4,88,23,1,5
3,Engativá,3,3,3,6,1,2,1,2,20:00:00,20,1,5
2,Soacha,2,2,2,1,3,2,1,5,18:00:00,28,1,7
3,Usme,2,2,5,4,1,2,1,5,88,31,1,7
2,Kennedy,2,2,1,2,1,3,1,2,88,23,3,7
1,Bosa,2,3,3,6,1,2,1,1,18:00:00,25,1,8
1,San Cristóbal,1,3,1,7,1,2,3,12,20:00:00,30,1,5
2,Soacha,3,4,3,6,3,2,1,1,88,18,1,6
1,Soacha,3,4,3,6,3,2,4,3,88,24,1,6
3,San Cristóbal,3,4,5,5,4,1,1,2,21:00:00,24,1,8
2,Soacha,3,3,3,4,1,1,3,4,18:00:00,23,1,5
2,Kennedy,3,3,3,4,1,1,3,3,21:00:00,32,1,5
2,Suba,2,3,5,6,3,2,1,11,88,40,1,7
2,Engativá,3,3,3,7,1,2,4,2,20:00:00,17,2,5
2,Ciudad Bolívar,3,3,3,5,1,1,4,12,19:00:00,41,1,9
